224	224	250	0.1	1	1000	-0.597361	0	0.801973	0	-0.35003	-0.899723	-0.260725	0	0.721553	-0.436461	0.537459	0.944196	./rendering_depth/00
224	224	250	0.1	1	1000	-0.831277	0	-0.555859	0	0.241927	-0.900319	-0.361797	0	-0.50045	-0.43523	0.748414	0.839426	./rendering_depth/01
224	224	250	0.1	1	1000	-0.933474	0	0.358645	0	-0.173643	-0.874977	-0.451955	0	0.313806	-0.484164	0.816768	0.836368	./rendering_depth/02
224	224	250	0.1	1	1000	0.994325	0	0.106388	0	-0.048561	-0.88975	0.453857	0	0.094659	-0.456447	-0.884701	0.923973	./rendering_depth/03
224	224	250	0.1	1	1000	-0.389107	0	0.921193	0	-0.421662	-0.889089	-0.178108	0	0.819022	-0.457735	0.34595	0.665023	./rendering_depth/04
224	224	250	0.1	1	1000	-0.979907	0	-0.199453	0	0.090093	-0.89217	-0.442623	0	-0.177946	-0.451699	0.874244	0.839143	./rendering_depth/05
224	224	250	0.1	1	1000	-0.224953	0	0.97437	0	-0.4347	-0.894966	-0.100359	0	0.872027	-0.446135	0.201325	0.912098	./rendering_depth/06
224	224	250	0.1	1	1000	0.405868	0	0.913932	0	-0.396659	-0.900906	0.176153	0	0.823367	-0.434014	-0.365649	0.695549	./rendering_depth/07
224	224	250	0.1	1	1000	0.325155	0	-0.945661	0	0.432799	-0.889123	0.148813	0	-0.840809	-0.457668	-0.289102	0.65638	./rendering_depth/08
224	224	250	0.1	1	1000	0.119002	0	0.992894	0	-0.444325	-0.894281	0.053254	0	0.887926	-0.447505	-0.106422	0.889563	./rendering_depth/09
224	224	250	0.1	1	1000	0.971809	0	0.235769	0	-0.10303	-0.899464	0.424675	0	0.212066	-0.436994	-0.874108	0.912525	./rendering_depth/10
224	224	250	0.1	1	1000	0.65089	0	-0.759172	0	0.361534	-0.879325	0.309968	0	-0.667559	-0.476222	-0.572344	0.675307	./rendering_depth/11
224	224	250	0.1	1	1000	-0.999553	0	-0.029894	0	0.012704	-0.905204	-0.424788	0	-0.02706	-0.424978	0.904799	0.886749	./rendering_depth/12
224	224	250	0.1	1	1000	-0.114286	0	0.993448	0	-0.478512	-0.876354	-0.055048	0	0.870612	-0.481668	0.100155	0.726622	./rendering_depth/13
224	224	250	0.1	1	1000	0.896996	0	0.442039	0	-0.214371	-0.874536	0.435007	0	0.386579	-0.48496	-0.784455	0.808003	./rendering_depth/14
224	224	250	0.1	1	1000	-0.876374	0	-0.481632	0	0.216455	-0.89332	-0.393861	0	-0.430251	-0.449421	0.782882	0.6961	./rendering_depth/15
224	224	250	0.1	1	1000	-0.207053	0	0.97833	0	-0.479915	-0.871416	-0.101569	0	0.852532	-0.490546	0.180429	0.652965	./rendering_depth/16
224	224	250	0.1	1	1000	-0.579032	0	0.815305	0	-0.377368	-0.886434	-0.268008	0	0.722714	-0.462855	0.513274	0.70613	./rendering_depth/17
224	224	250	0.1	1	1000	0.569225	0	-0.822182	0	0.372848	-0.891263	0.258136	0	-0.73278	-0.453487	-0.50733	0.831656	./rendering_depth/18
224	224	250	0.1	1	1000	0.744545	0	0.667573	0	-0.297039	-0.895554	0.331288	0	0.597847	-0.444954	-0.666779	0.852463	./rendering_depth/19
224	224	250	0.1	1	1000	-0.553078	0	-0.83313	0	0.404311	-0.874352	-0.268404	0	-0.728449	-0.485292	0.483585	0.790312	./rendering_depth/20
224	224	250	0.1	1	1000	0.586913	0	0.80965	0	-0.384843	-0.879813	0.278972	0	0.71234	-0.47532	-0.516374	0.650154	./rendering_depth/21
224	224	250	0.1	1	1000	-0.982067	0	-0.18853	0	0.085217	-0.892015	-0.4439	0	-0.168172	-0.452006	0.876019	0.879909	./rendering_depth/22
224	224	250	0.1	1	1000	-0.699822	0	0.714317	0	-0.303648	-0.905152	-0.297486	0	0.646566	-0.425089	0.633445	0.731927	./rendering_depth/23
